,triad_01_seconds_interaction,triad_01_MG_P1P2,triad_01_MG_P1P3,triad_01_MG_P2P3,triad_03_seconds_interaction,triad_03_MG_P1P2,triad_03_MG_P1P3,triad_03_MG_P2P3,triad_04_seconds_interaction,triad_04_MG_P1P2,triad_04_MG_P1P3,triad_04_MG_P2P3,triad_05_seconds_interaction,triad_05_MG_P1P2,triad_05_MG_P1P3,triad_05_MG_P2P3,triad_06_seconds_interaction,triad_06_MG_P1P2,triad_06_MG_P1P3,triad_06_MG_P2P3,triad_07_seconds_interaction,triad_07_MG_P1P2,triad_07_MG_P1P3,triad_07_MG_P2P3,triad_08_seconds_interaction,triad_08_MG_P1P2,triad_08_MG_P1P3,triad_08_MG_P2P3,triad_09_seconds_interaction,triad_09_MG_P1P2,triad_09_MG_P1P3,triad_09_MG_P2P3,triad_02_seconds_interaction,triad_02_MG_P1P2,triad_02_MG_P1P3,triad_02_MG_P2P3,triad_11_seconds_interaction,triad_11_MG_P1P2,triad_11_MG_P1P3,triad_11_MG_P2P3,triad_10_seconds_interaction,triad_10_MG_P1P2,triad_10_MG_P1P3,triad_10_MG_P2P3,triad_14_seconds_interaction,triad_14_MG_P1P2,triad_14_MG_P1P3,triad_14_MG_P2P3,triad_12_seconds_interaction,triad_12_MG_P1P2,triad_12_MG_P1P3,triad_12_MG_P2P3,triad_13_seconds_interaction,triad_13_MG_P1P2,triad_13_MG_P1P3,triad_13_MG_P2P3
11469,123.41,0,0,0,132.048,0.0,0.0,0.0,110.021,0.0,0.0,0.0,136.696,0.0,0.0,0.0,125.368,0.0,0.0,0.0,,0.0,0.0,0.0,25.791,0.0,0.0,0.0,91.922,0.0,0.0,0.0,138.649,0.0,0.0,0.0,203.134,0.0,0.0,0.0,166.81,0.0,0.0,0.0,139.934,0.0,0.0,0.0,95.965,0.0,0.0,0.0,160.805,0.0,0.0,0.0
11470,123.43,0,0,0,132.067,0.0,0.0,0.0,110.034,0.0,0.0,0.0,136.711,0.0,0.0,0.0,125.383,0.0,0.0,0.0,,0.0,0.0,0.0,25.813,0.0,0.0,0.0,91.948,0.0,0.0,0.0,138.65,0.0,0.0,0.0,203.156,0.0,0.0,0.0,166.835,0.0,0.0,0.0,139.96,0.0,0.0,0.0,95.966,0.0,0.0,0.0,160.806,0.0,0.0,0.0
11471,123.431,0,0,0,132.098,0.0,0.0,0.0,110.046,0.0,0.0,0.0,136.726,0.0,0.0,0.0,125.4,0.0,0.0,0.0,,0.0,0.0,0.0,25.831,0.0,0.0,0.0,91.974,0.0,0.0,0.0,138.672,0.0,0.0,0.0,203.178,0.0,0.0,0.0,166.859,0.0,0.0,0.0,139.972,0.0,0.0,0.0,95.995,0.0,0.0,0.0,160.829,0.0,0.0,0.0
11472,123.444,0,0,0,132.117,0.0,0.0,0.0,110.06,0.0,0.0,0.0,136.743,0.0,0.0,0.0,125.421,0.0,0.0,0.0,,0.0,0.0,0.0,25.85,0.0,0.0,0.0,91.975,0.0,0.0,0.0,138.673,0.0,0.0,0.0,203.197,0.0,0.0,0.0,166.877,0.0,0.0,0.0,139.985,0.0,0.0,0.0,95.996,0.0,0.0,0.0,160.849,0.0,0.0,0.0
11473,123.463,0,0,0,132.118,0.0,0.0,0.0,110.072,0.0,0.0,0.0,136.759,0.0,0.0,0.0,125.437,0.0,0.0,0.0,,0.0,0.0,0.0,25.871,0.0,0.0,0.0,92.001,0.0,0.0,0.0,138.689,0.0,0.0,0.0,203.215,0.0,0.0,0.0,166.894,0.0,0.0,0.0,140.01,0.0,0.0,0.0,96.014,0.0,0.0,0.0,160.872,0.0,0.0,0.0
11474,123.477,0,0,0,132.136,0.0,0.0,0.0,110.084,0.0,0.0,0.0,136.776,0.0,0.0,0.0,125.453,0.0,0.0,0.0,,0.0,0.0,0.0,25.896,0.0,0.0,0.0,92.002,0.0,0.0,0.0,138.702,0.0,0.0,0.0,203.235,0.0,0.0,0.0,166.911,0.0,0.0,0.0,140.023,0.0,0.0,0.0,96.031,0.0,0.0,0.0,160.89,0.0,0.0,0.0
11475,123.493,0,0,0,132.158,0.0,0.0,0.0,110.096,0.0,0.0,0.0,136.793,0.0,0.0,0.0,125.468,0.0,0.0,0.0,,0.0,0.0,0.0,25.914,0.0,0.0,0.0,92.023,0.0,0.0,0.0,138.721,0.0,0.0,0.0,203.257,0.0,0.0,0.0,166.912,0.0,0.0,0.0,140.035,0.0,0.0,0.0,96.054,0.0,0.0,0.0,160.907,0.0,0.0,0.0
11476,123.506,0,0,0,132.176,0.0,0.0,0.0,110.113,0.0,0.0,0.0,136.809,0.0,0.0,0.0,125.484,0.0,0.0,0.0,,0.0,0.0,0.0,25.915,0.0,0.0,0.0,92.047,0.0,0.0,0.0,138.738,0.0,0.0,0.0,203.275,0.0,0.0,0.0,166.929,0.0,0.0,0.0,140.048,0.0,0.0,0.0,96.071,0.0,0.0,0.0,160.928,0.0,0.0,0.0
11477,123.521,0,0,0,132.192,0.0,0.0,0.0,110.114,0.0,0.0,0.0,136.827,0.0,0.0,0.0,125.5,0.0,0.0,0.0,,0.0,0.0,0.0,25.933,0.0,0.0,0.0,92.07,0.0,0.0,0.0,138.739,0.0,0.0,0.0,203.293,0.0,0.0,0.0,166.947,0.0,0.0,0.0,140.068,0.0,0.0,0.0,96.089,0.0,0.0,0.0,160.945,0.0,0.0,0.0
11478,123.535,0,0,0,132.193,0.0,0.0,0.0,110.127,0.0,0.0,0.0,136.859,0.0,0.0,0.0,125.521,0.0,0.0,0.0,,0.0,0.0,0.0,25.958,0.0,0.0,0.0,92.093,0.0,0.0,1.0,138.761,0.0,0.0,0.0,203.313,0.0,0.0,0.0,166.964,0.0,0.0,0.0,140.094,0.0,0.0,0.0,96.093,0.0,0.0,0.0,160.963,0.0,0.0,0.0
11479,123.551,0,0,0,132.21,0.0,0.0,0.0,110.144,0.0,0.0,0.0,136.875,0.0,0.0,0.0,125.537,0.0,0.0,0.0,,0.0,0.0,0.0,25.98,0.0,0.0,0.0,92.094,0.0,0.0,1.0,138.782,0.0,0.0,0.0,203.334,0.0,0.0,0.0,166.981,0.0,0.0,0.0,140.107,0.0,0.0,0.0,96.115,0.0,0.0,0.0,160.983,0.0,0.0,0.0
11480,123.552,0,0,0,132.227,0.0,0.0,0.0,110.158,0.0,0.0,0.0,136.892,0.0,0.0,0.0,125.552,0.0,0.0,0.0,,0.0,0.0,0.0,25.998,0.0,0.0,0.0,92.115,0.0,0.0,1.0,138.783,0.0,0.0,0.0,203.352,0.0,0.0,0.0,167.0,0.0,0.0,0.0,140.122,0.0,0.0,0.0,96.116,0.0,0.0,0.0,161.005,0.0,0.0,0.0
11481,123.564,0,0,0,132.246,0.0,0.0,0.0,110.177,0.0,0.0,0.0,136.909,0.0,0.0,0.0,125.567,0.0,0.0,0.0,,0.0,0.0,0.0,26.017,0.0,0.0,0.0,92.116,0.0,0.0,1.0,138.799,0.0,0.0,0.0,203.353,0.0,0.0,0.0,167.022,0.0,0.0,0.0,140.145,0.0,0.0,0.0,96.133,0.0,0.0,0.0,161.024,0.0,0.0,0.0
11482,123.577,0,0,0,132.247,0.0,0.0,0.0,110.178,0.0,0.0,0.0,136.929,0.0,0.0,0.0,125.589,0.0,0.0,0.0,,0.0,0.0,0.0,26.035,0.0,0.0,0.0,92.139,0.0,0.0,1.0,138.8,0.0,0.0,0.0,203.37,0.0,0.0,0.0,167.023,0.0,0.0,0.0,140.157,0.0,0.0,0.0,96.15,0.0,0.0,0.0,161.042,0.0,0.0,0.0
11483,123.596,0,0,0,132.263,0.0,0.0,0.0,110.191,0.0,0.0,0.0,136.943,0.0,0.0,0.0,125.611,0.0,0.0,0.0,,0.0,0.0,0.0,26.036,0.0,0.0,0.0,92.16,0.0,0.0,1.0,138.816,0.0,0.0,0.0,203.389,0.0,0.0,0.0,167.041,0.0,0.0,0.0,140.17,0.0,0.0,0.0,96.151,0.0,0.0,0.0,161.059,0.0,0.0,0.0
11484,123.61,0,0,0,132.281,0.0,0.0,0.0,110.204,0.0,0.0,0.0,136.959,0.0,0.0,0.0,125.626,0.0,0.0,0.0,,0.0,0.0,0.0,26.057,0.0,0.0,0.0,92.182,0.0,0.0,1.0,138.833,0.0,0.0,0.0,203.412,0.0,0.0,0.0,167.064,0.0,0.0,0.0,140.183,0.0,0.0,0.0,96.168,0.0,0.0,0.0,161.077,0.0,0.0,0.0
11485,123.623,0,0,0,132.299,0.0,0.0,0.0,110.216,0.0,0.0,0.0,136.975,0.0,0.0,0.0,125.641,0.0,0.0,0.0,,0.0,0.0,0.0,26.076,0.0,0.0,0.0,92.211,0.0,0.0,1.0,138.834,0.0,0.0,0.0,203.431,0.0,0.0,0.0,167.082,0.0,0.0,0.0,140.215,0.0,0.0,0.0,96.188,0.0,0.0,0.0,161.095,0.0,0.0,0.0
11486,123.636,0,0,0,132.318,0.0,0.0,0.0,110.217,0.0,0.0,0.0,136.992,0.0,0.0,0.0,125.655,0.0,0.0,0.0,,0.0,0.0,0.0,26.095,0.0,0.0,0.0,92.237,0.0,0.0,1.0,138.851,0.0,0.0,0.0,203.452,0.0,0.0,0.0,167.1,0.0,0.0,0.0,140.228,0.0,0.0,0.0,96.21,0.0,0.0,0.0,161.096,0.0,0.0,0.0
11487,123.649,0,0,0,132.336,0.0,0.0,0.0,110.23,0.0,0.0,0.0,137.009,0.0,0.0,0.0,125.677,0.0,0.0,0.0,,0.0,0.0,0.0,26.114,0.0,0.0,0.0,92.259,0.0,0.0,1.0,138.871,0.0,0.0,0.0,203.457,0.0,0.0,0.0,167.118,0.0,0.0,0.0,140.24,0.0,0.0,0.0,96.228,0.0,0.0,0.0,161.121,0.0,0.0,0.0
11488,123.666,0,0,0,132.352,0.0,0.0,0.0,110.231,0.0,0.0,0.0,137.01,0.0,0.0,0.0,125.699,0.0,0.0,0.0,,0.0,0.0,0.0,26.135,0.0,0.0,0.0,92.28,0.0,0.0,1.0,138.889,0.0,0.0,0.0,203.474,0.0,0.0,0.0,167.136,0.0,0.0,0.0,140.254,0.0,0.0,0.0,96.229,0.0,0.0,0.0,161.144,0.0,0.0,0.0
11489,123.679,0,0,0,132.353,0.0,0.0,0.0,110.243,0.0,0.0,0.0,137.025,0.0,0.0,0.0,125.716,0.0,0.0,0.0,,0.0,0.0,0.0,26.153,0.0,0.0,0.0,92.302,0.0,0.0,1.0,138.89,0.0,0.0,0.0,203.492,0.0,0.0,0.0,167.165,0.0,0.0,0.0,140.28,0.0,0.0,0.0,96.248,0.0,0.0,0.0,161.162,0.0,0.0,0.0
11490,123.695,0,0,0,132.37,0.0,0.0,0.0,110.256,0.0,0.0,0.0,137.042,0.0,0.0,0.0,125.732,0.0,0.0,0.0,,0.0,0.0,0.0,26.154,0.0,0.0,0.0,92.326,0.0,0.0,1.0,138.906,0.0,0.0,0.0,203.514,0.0,0.0,0.0,167.183,0.0,0.0,0.0,140.293,0.0,0.0,0.0,96.249,0.0,0.0,0.0,161.185,0.0,0.0,0.0
11491,123.696,0,0,0,132.389,0.0,0.0,0.0,110.268,0.0,0.0,0.0,137.058,0.0,0.0,0.0,125.747,0.0,0.0,0.0,,0.0,0.0,0.0,26.172,0.0,0.0,0.0,92.348,0.0,0.0,1.0,138.907,0.0,0.0,0.0,203.532,0.0,0.0,0.0,167.2,0.0,0.0,0.0,140.314,0.0,0.0,0.0,96.267,0.0,0.0,0.0,161.206,0.0,0.0,0.0
11492,123.709,0,0,0,132.406,0.0,0.0,0.0,110.288,0.0,0.0,0.0,137.075,0.0,0.0,0.0,125.766,0.0,0.0,0.0,,0.0,0.0,0.0,26.19,0.0,0.0,0.0,92.37,0.0,0.0,1.0,138.924,0.0,0.0,0.0,203.552,0.0,0.0,0.0,167.201,0.0,0.0,0.0,140.327,0.0,0.0,0.0,96.268,0.0,0.0,0.0,161.224,0.0,0.0,0.0
11493,123.721,0,0,0,132.424,0.0,0.0,0.0,110.302,0.0,0.0,0.0,137.093,0.0,0.0,0.0,125.781,0.0,0.0,0.0,,0.0,0.0,0.0,26.213,0.0,0.0,0.0,92.391,0.0,0.0,1.0,138.925,0.0,0.0,0.0,203.571,0.0,0.0,0.0,167.224,0.0,0.0,0.0,140.339,0.0,0.0,0.0,96.288,0.0,0.0,0.0,161.242,0.0,0.0,0.0
11494,123.74,0,0,0,132.441,0.0,0.0,0.0,110.314,0.0,0.0,0.0,137.109,0.0,0.0,0.0,125.8,0.0,1.0,0.0,,0.0,0.0,0.0,26.236,0.0,0.0,0.0,92.414,0.0,0.0,1.0,138.941,0.0,0.0,0.0,203.591,0.0,0.0,0.0,167.242,0.0,0.0,0.0,140.358,0.0,0.0,0.0,96.31,0.0,0.0,0.0,161.249,0.0,0.0,0.0
11495,123.753,0,0,0,132.458,0.0,0.0,0.0,110.326,0.0,0.0,0.0,137.126,0.0,0.0,0.0,125.815,0.0,1.0,0.0,,0.0,0.0,0.0,26.239,0.0,0.0,0.0,92.437,0.0,0.0,1.0,138.942,0.0,0.0,0.0,203.592,0.0,0.0,0.0,167.261,0.0,0.0,0.0,140.384,0.0,0.0,0.0,96.314,0.0,0.0,0.0,161.27,0.0,0.0,0.0
11496,123.769,0,0,0,132.459,0.0,0.0,0.0,110.339,0.0,0.0,0.0,137.143,0.0,0.0,0.0,125.83,0.0,1.0,0.0,,0.0,0.0,0.0,26.257,0.0,0.0,0.0,92.46,0.0,0.0,1.0,138.96,0.0,0.0,0.0,203.61,0.0,0.0,0.0,167.278,0.0,0.0,0.0,140.402,0.0,0.0,0.0,96.335,0.0,0.0,0.0,161.288,0.0,0.0,0.0
11497,123.77,0,0,0,132.475,0.0,0.0,0.0,110.351,0.0,0.0,0.0,137.16,0.0,0.0,0.0,125.85,0.0,1.0,0.0,,0.0,0.0,0.0,26.275,0.0,0.0,0.0,92.482,0.0,0.0,0.0,138.977,0.0,0.0,0.0,203.638,0.0,0.0,0.0,167.295,0.0,0.0,0.0,140.416,0.0,0.0,0.0,96.336,0.0,0.0,0.0,161.31,0.0,0.0,0.0
11498,123.782,0,0,0,132.491,0.0,0.0,0.0,110.363,0.0,0.0,0.0,137.175,0.0,0.0,0.0,125.872,0.0,1.0,0.0,,0.0,0.0,0.0,26.293,0.0,0.0,0.0,92.504,0.0,0.0,0.0,138.978,0.0,0.0,0.0,203.642,0.0,0.0,0.0,167.312,0.0,0.0,0.0,140.436,0.0,0.0,0.0,96.353,0.0,0.0,0.0,161.328,0.0,0.0,0.0
11499,123.795,0,0,0,132.492,0.0,0.0,0.0,110.378,0.0,0.0,0.0,137.193,0.0,0.0,0.0,125.873,0.0,1.0,0.0,,0.0,0.0,0.0,26.313,0.0,0.0,0.0,92.526,0.0,0.0,0.0,138.995,0.0,0.0,0.0,203.661,0.0,0.0,0.0,167.33,0.0,0.0,0.0,140.45,0.0,0.0,0.0,96.354,0.0,0.0,0.0,161.345,0.0,0.0,0.0
11500,123.808,0,0,0,132.513,0.0,0.0,0.0,110.389,0.0,0.0,0.0,137.209,0.0,0.0,0.0,125.888,0.0,1.0,0.0,,0.0,0.0,0.0,26.33,0.0,0.0,0.0,92.55,0.0,0.0,0.0,139.013,0.0,0.0,0.0,203.687,0.0,0.0,0.0,167.348,0.0,0.0,0.0,140.47,0.0,0.0,0.0,96.376,0.0,0.0,0.0,161.366,0.0,0.0,0.0
11501,123.821,0,0,0,132.53,0.0,0.0,0.0,110.39,0.0,0.0,0.0,137.226,0.0,0.0,0.0,125.907,0.0,1.0,0.0,,0.0,0.0,0.0,26.347,0.0,0.0,0.0,92.571,0.0,0.0,0.0,139.03,0.0,0.0,0.0,203.705,0.0,0.0,0.0,167.349,0.0,0.0,0.0,140.482,0.0,0.0,0.0,96.377,0.0,0.0,0.0,161.369,0.0,0.0,0.0
11502,123.841,0,0,0,132.547,0.0,0.0,0.0,110.402,0.0,0.0,0.0,137.243,0.0,0.0,0.0,125.908,0.0,1.0,0.0,,0.0,0.0,0.0,26.368,0.0,0.0,0.0,92.594,0.0,0.0,0.0,139.031,0.0,0.0,0.0,203.724,0.0,0.0,0.0,167.366,0.0,0.0,0.0,140.496,0.0,0.0,0.0,96.399,0.0,0.0,0.0,161.391,0.0,0.0,0.0
11503,123.854,0,0,0,132.564,0.0,0.0,0.0,110.421,0.0,0.0,0.0,137.261,0.0,0.0,0.0,125.922,0.0,1.0,0.0,,0.0,0.0,0.0,26.391,0.0,0.0,0.0,92.617,0.0,0.0,0.0,139.049,0.0,0.0,0.0,203.745,0.0,0.0,0.0,167.383,0.0,0.0,0.0,140.52,0.0,0.0,0.0,96.4,0.0,0.0,0.0,161.41,0.0,0.0,0.0
11504,123.867,0,0,0,132.588,0.0,0.0,0.0,110.432,0.0,0.0,0.0,137.264,0.0,0.0,0.0,125.938,0.0,1.0,0.0,,0.0,0.0,0.0,26.409,0.0,0.0,0.0,92.627,0.0,0.0,0.0,139.05,0.0,0.0,0.0,203.767,0.0,0.0,0.0,167.402,1.0,0.0,0.0,140.533,0.0,0.0,0.0,96.416,0.0,0.0,0.0,161.428,0.0,0.0,0.0
11505,123.88,0,0,0,132.606,0.0,0.0,0.0,110.433,0.0,0.0,0.0,137.278,0.0,0.0,0.0,125.953,0.0,1.0,0.0,,0.0,0.0,0.0,26.426,0.0,0.0,0.0,92.65,0.0,0.0,0.0,139.068,0.0,0.0,0.0,203.785,0.0,0.0,0.0,167.432,0.0,0.0,0.0,140.547,0.0,0.0,0.0,96.417,0.0,0.0,0.0,161.446,0.0,0.0,0.0
11506,123.893,0,0,0,132.623,0.0,0.0,0.0,110.444,0.0,0.0,0.0,137.297,0.0,0.0,0.0,125.969,0.0,1.0,0.0,,0.0,0.0,0.0,26.446,0.0,0.0,0.0,92.671,0.0,0.0,0.0,139.086,0.0,0.0,0.0,203.804,0.0,0.0,0.0,167.449,0.0,0.0,0.0,140.572,0.0,0.0,0.0,96.434,0.0,0.0,0.0,161.463,0.0,0.0,0.0
11507,123.905,0,0,0,132.642,0.0,0.0,0.0,110.459,0.0,0.0,0.0,137.311,0.0,0.0,0.0,125.973,0.0,1.0,0.0,,0.0,0.0,0.0,26.469,0.0,0.0,0.0,92.695,0.0,0.0,0.0,139.103,0.0,0.0,0.0,203.823,0.0,0.0,0.0,167.467,0.0,0.0,0.0,140.592,0.0,0.0,0.0,96.456,0.0,0.0,0.0,161.48,0.0,0.0,0.0
11508,123.918,0,0,0,132.658,0.0,0.0,0.0,110.474,0.0,0.0,0.0,137.326,0.0,0.0,0.0,125.989,0.0,1.0,0.0,,0.0,0.0,0.0,26.488,0.0,0.0,0.0,92.726,0.0,0.0,0.0,139.104,0.0,0.0,0.0,203.845,0.0,0.0,0.0,167.484,0.0,0.0,0.0,140.605,0.0,0.0,0.0,96.457,0.0,0.0,0.0,161.497,0.0,0.0,0.0
11509,123.931,0,0,0,132.679,0.0,0.0,0.0,110.486,0.0,0.0,0.0,137.342,0.0,0.0,0.0,126.01,0.0,1.0,0.0,,0.0,0.0,0.0,26.506,0.0,0.0,0.0,92.727,0.0,0.0,0.0,139.127,0.0,0.0,0.0,203.864,0.0,0.0,0.0,167.501,0.0,0.0,0.0,140.62,0.0,0.0,0.0,96.477,0.0,0.0,0.0,161.514,0.0,0.0,0.0
11510,123.951,0,0,0,132.68,0.0,0.0,0.0,110.499,0.0,0.0,0.0,137.343,0.0,0.0,0.0,126.026,0.0,1.0,0.0,,0.0,0.0,0.0,26.525,0.0,0.0,0.0,92.748,0.0,0.0,0.0,139.128,0.0,0.0,0.0,203.883,0.0,0.0,0.0,167.519,0.0,0.0,0.0,140.633,0.0,0.0,0.0,96.478,0.0,0.0,0.0,161.533,0.0,0.0,0.0
11511,123.952,0,0,0,132.697,0.0,0.0,0.0,110.511,0.0,0.0,0.0,137.358,0.0,0.0,0.0,126.027,0.0,1.0,0.0,,0.0,0.0,0.0,26.547,0.0,0.0,0.0,92.77,0.0,0.0,0.0,139.148,0.0,0.0,0.0,203.901,0.0,0.0,0.0,167.548,0.0,0.0,0.0,140.646,0.0,0.0,0.0,96.5,0.0,0.0,0.0,161.55,0.0,0.0,0.0
11512,123.964,0,0,0,132.713,0.0,0.0,0.0,110.523,0.0,0.0,0.0,137.376,0.0,0.0,0.0,126.044,0.0,1.0,0.0,,0.0,0.0,0.0,26.565,0.0,0.0,0.0,92.771,0.0,0.0,0.0,139.149,0.0,0.0,0.0,203.925,0.0,0.0,0.0,167.565,0.0,0.0,0.0,140.672,0.0,0.0,0.0,96.501,0.0,0.0,0.0,161.574,0.0,0.0,0.0
11513,123.985,0,0,0,132.73,0.0,0.0,0.0,110.534,0.0,0.0,0.0,137.393,0.0,0.0,0.0,126.06,0.0,1.0,0.0,,0.0,0.0,0.0,26.583,0.0,0.0,0.0,92.792,0.0,0.0,0.0,139.17,0.0,0.0,0.0,203.944,0.0,0.0,0.0,167.566,0.0,0.0,0.0,140.693,0.0,0.0,0.0,96.517,0.0,0.0,0.0,161.575,0.0,0.0,0.0
11514,123.998,0,0,0,132.731,0.0,0.0,0.0,110.546,0.0,0.0,0.0,137.409,0.0,0.0,0.0,126.074,0.0,1.0,0.0,,0.0,0.0,0.0,26.602,0.0,0.0,0.0,92.793,0.0,0.0,0.0,139.187,0.0,0.0,0.0,203.964,0.0,0.0,0.0,167.583,0.0,0.0,0.0,140.706,0.0,0.0,0.0,96.518,0.0,0.0,0.0,161.595,0.0,0.0,0.0
11515,124.011,0,0,0,132.748,0.0,0.0,0.0,110.56,0.0,0.0,0.0,137.428,0.0,0.0,0.0,126.091,0.0,1.0,0.0,,0.0,0.0,0.0,26.624,0.0,0.0,0.0,92.819,0.0,0.0,0.0,139.209,0.0,0.0,0.0,203.983,0.0,0.0,0.0,167.6,0.0,0.0,0.0,140.718,0.0,0.0,0.0,96.536,0.0,0.0,0.0,161.612,0.0,0.0,0.0
11516,124.024,0,0,0,132.768,0.0,0.0,0.0,110.576,0.0,0.0,0.0,137.442,0.0,0.0,0.0,126.108,0.0,1.0,0.0,,0.0,0.0,0.0,26.642,0.0,0.0,0.0,92.844,0.0,0.0,0.0,139.21,0.0,0.0,0.0,204.003,0.0,0.0,0.0,167.604,0.0,0.0,0.0,140.732,0.0,0.0,0.0,96.562,0.0,0.0,0.0,161.639,0.0,0.0,0.0
11517,124.037,0,0,0,132.785,0.0,0.0,0.0,110.577,0.0,0.0,0.0,137.461,0.0,0.0,0.0,126.124,0.0,1.0,0.0,,0.0,0.0,0.0,26.643,0.0,0.0,0.0,92.87,0.0,0.0,0.0,139.227,0.0,0.0,0.0,204.022,0.0,0.0,0.0,167.623,0.0,0.0,0.0,140.757,0.0,0.0,0.0,96.566,0.0,0.0,0.0,161.64,0.0,0.0,0.0
11518,124.05,0,0,0,132.801,0.0,0.0,0.0,110.588,0.0,0.0,0.0,137.478,0.0,0.0,0.0,126.144,0.0,1.0,0.0,,0.0,0.0,0.0,26.661,0.0,0.0,0.0,92.894,0.0,0.0,0.0,139.228,0.0,0.0,0.0,204.042,0.0,0.0,0.0,167.641,0.0,0.0,0.0,140.77,0.0,0.0,0.0,96.568,0.0,0.0,0.0,161.658,0.0,0.0,0.0
11519,124.063,0,0,0,132.818,0.0,0.0,0.0,110.6,0.0,0.0,0.0,137.495,0.0,0.0,0.0,126.16,0.0,1.0,0.0,,0.0,0.0,0.0,26.681,0.0,0.0,0.0,92.916,0.0,0.0,0.0,139.249,0.0,0.0,0.0,204.062,0.0,0.0,0.0,167.659,0.0,0.0,0.0,140.784,0.0,0.0,0.0,96.586,0.0,0.0,0.0,161.675,0.0,0.0,0.0
11520,124.075,0,0,0,132.835,0.0,0.0,0.0,110.601,0.0,0.0,0.0,137.512,0.0,0.0,0.0,126.175,0.0,1.0,0.0,,0.0,0.0,0.0,26.703,0.0,0.0,0.0,92.939,0.0,0.0,0.0,139.267,0.0,0.0,0.0,204.083,0.0,0.0,0.0,167.676,0.0,0.0,0.0,140.803,0.0,0.0,0.0,96.589,0.0,0.0,0.0,161.697,0.0,0.0,0.0
11521,124.076,0,0,0,132.844,0.0,0.0,0.0,110.612,0.0,0.0,0.0,137.529,0.0,0.0,0.0,126.189,0.0,1.0,0.0,,0.0,0.0,0.0,26.724,0.0,0.0,0.0,92.96,0.0,0.0,0.0,139.284,0.0,0.0,0.0,204.102,0.0,0.0,0.0,167.694,0.0,0.0,0.0,140.815,0.0,0.0,0.0,96.612,0.0,0.0,0.0,161.714,0.0,0.0,0.0
11522,124.096,0,0,0,132.861,0.0,0.0,0.0,110.623,0.0,0.0,0.0,137.545,0.0,0.0,0.0,126.206,0.0,1.0,0.0,,0.0,0.0,0.0,26.744,0.0,0.0,0.0,92.983,0.0,0.0,0.0,139.304,0.0,0.0,0.0,204.13,0.0,0.0,0.0,167.719,0.0,0.0,0.0,140.841,0.0,0.0,0.0,96.633,0.0,0.0,0.0,161.731,0.0,0.0,0.0
11523,124.109,0,0,0,132.862,0.0,0.0,0.0,110.635,0.0,0.0,0.0,137.562,0.0,0.0,0.0,126.221,0.0,1.0,0.0,,0.0,0.0,0.0,26.769,0.0,0.0,0.0,93.005,0.0,0.0,0.0,139.305,0.0,0.0,0.0,204.149,0.0,0.0,0.0,167.739,0.0,0.0,0.0,140.854,0.0,0.0,0.0,96.634,0.0,0.0,0.0,161.751,0.0,0.0,0.0
11524,124.11,0,0,0,132.883,0.0,0.0,0.0,110.647,0.0,0.0,0.0,137.578,0.0,0.0,0.0,126.244,0.0,1.0,0.0,,0.0,0.0,0.0,26.791,0.0,0.0,0.0,93.028,0.0,0.0,0.0,139.327,0.0,0.0,0.0,204.17,0.0,0.0,0.0,167.764,0.0,0.0,0.0,140.867,0.0,0.0,0.0,96.654,0.0,0.0,0.0,161.759,0.0,0.0,0.0
11525,124.129,0,0,0,132.884,0.0,0.0,0.0,110.66,0.0,0.0,0.0,137.595,0.0,0.0,0.0,126.261,0.0,1.0,0.0,,0.0,0.0,0.0,26.809,0.0,0.0,0.0,93.049,0.0,0.0,0.0,139.344,0.0,0.0,0.0,204.189,0.0,0.0,0.0,167.765,0.0,0.0,0.0,140.892,0.0,0.0,0.0,96.672,0.0,0.0,0.0,161.781,0.0,0.0,0.0
11526,124.15,0,0,0,132.9,0.0,0.0,0.0,110.671,0.0,0.0,0.0,137.611,0.0,0.0,0.0,126.276,0.0,1.0,0.0,,0.0,0.0,0.0,26.827,0.0,0.0,0.0,93.071,0.0,0.0,0.0,139.36,0.0,0.0,0.0,204.208,0.0,0.0,0.0,167.782,0.0,0.0,0.0,140.904,0.0,0.0,0.0,96.689,0.0,0.0,0.0,161.799,0.0,0.0,0.0
11527,124.168,0,0,0,132.93,0.0,0.0,0.0,110.683,0.0,0.0,0.0,137.627,0.0,0.0,0.0,126.291,0.0,1.0,0.0,,0.0,0.0,0.0,26.847,0.0,0.0,0.0,93.093,0.0,0.0,0.0,139.361,0.0,0.0,0.0,204.227,0.0,0.0,0.0,167.799,0.0,0.0,0.0,140.917,0.0,0.0,0.0,96.69,0.0,0.0,0.0,161.817,0.0,0.0,0.0
11528,124.18,0,0,0,132.931,0.0,0.0,0.0,110.696,0.0,0.0,0.0,137.643,0.0,0.0,0.0,126.31,0.0,1.0,0.0,,0.0,0.0,0.0,26.868,0.0,0.0,0.0,93.116,0.0,0.0,0.0,139.378,0.0,0.0,0.0,204.248,0.0,0.0,0.0,167.816,0.0,0.0,0.0,140.936,0.0,0.0,0.0,96.709,0.0,0.0,0.0,161.839,0.0,0.0,0.0
