,Model,Fold,Score,CV,Version,Group,Features,Sampling,Conf_Matrix,Time,Score_on_dyads,Score_on_triads
136,Linear SVM l1,5,0.8181818181818182,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[9 0]
 [2 0]]",0.296875,0.8181818181818182,0.0
137,Linear SVM l1,6,0.2727272727272727,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 8]
 [0 3]]",0.28125,0.0,0.2727272727272727
138,Linear SVM l1,7,0.6363636363636364,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 4]
 [0 7]]",0.421875,0.0,0.6363636363636364
139,Linear SVM l1,8,0.8181818181818182,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[7 2]
 [0 2]]",0.328125,0.0,0.8181818181818182
140,Linear SVM l1,9,0.4,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 6]
 [0 4]]",0.265625,0.0,0.4
141,Linear SVM l1,10,0.8888888888888888,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[7 1]
 [0 1]]",0.4375,0.8888888888888888,0.0
142,Linear SVM l1,11,0.2222222222222222,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 4]
 [3 2]]",0.25,0.2222222222222222,0.0
143,Linear SVM l1,12,0.4444444444444444,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 1]
 [4 4]]",0.21875,0.4444444444444444,0.0
144,Linear SVM l1,13,0.625,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 3]
 [0 5]]",0.34375,0.0,0.625
145,Linear SVM l1,14,0.375,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[1 4]
 [1 2]]",0.375,0.0,0.375
146,Linear SVM l1,15,0.625,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 3]
 [0 5]]",0.328125,0.0,0.625
147,Linear SVM l1,16,0.125,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 7]
 [0 1]]",0.25,0.0,0.125
148,Linear SVM l1,17,0.8571428571428571,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 0]
 [1 6]]",0.203125,0.8571428571428571,0.0
149,Linear SVM l1,18,0.8571428571428571,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 0]
 [1 6]]",0.296875,0.0,0.8571428571428571
150,Linear SVM l1,19,0.7142857142857143,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 1]
 [1 5]]",0.359375,0.0,0.7142857142857143
151,Linear SVM l1,20,0.0,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 0]
 [4 0]]",0.40625,0.0,0.0
152,Linear SVM l1,avg,0.5666422466422467,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[52 45]
 [32 57]]",6.65625,0.6585948773448773,0.5053404928404928
153,Linear SVM l1,std,0.2600861605220994,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[52 45]
 [32 57]]",6.65625,0.23311228977802448,0.2590734050037734
154,Linear SVM l2,1,0.6153846153846154,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[4 1]
 [4 4]]",0.578125,0.0,0.6153846153846154
155,Linear SVM l2,2,0.8333333333333334,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[10  0]
 [ 2  0]]",0.65625,0.8333333333333334,0.0
156,Linear SVM l2,3,0.75,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[9 0]
 [3 0]]",0.671875,0.75,0.0
157,Linear SVM l2,4,0.45454545454545453,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[5 0]
 [6 0]]",0.59375,0.45454545454545453,0.0
158,Linear SVM l2,5,0.8181818181818182,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[9 0]
 [2 0]]",0.703125,0.8181818181818182,0.0
159,Linear SVM l2,6,0.2727272727272727,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 8]
 [0 3]]",0.5625,0.0,0.2727272727272727
160,Linear SVM l2,7,0.6363636363636364,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 4]
 [0 7]]",0.578125,0.0,0.6363636363636364
161,Linear SVM l2,8,0.9090909090909091,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[8 1]
 [0 2]]",0.453125,0.0,0.9090909090909091
162,Linear SVM l2,9,0.4,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 6]
 [0 4]]",0.625,0.0,0.4
163,Linear SVM l2,10,0.8888888888888888,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[7 1]
 [0 1]]",0.5625,0.8888888888888888,0.0
164,Linear SVM l2,11,0.3333333333333333,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[2 2]
 [4 1]]",0.71875,0.3333333333333333,0.0
165,Linear SVM l2,12,0.4444444444444444,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 1]
 [4 4]]",0.703125,0.4444444444444444,0.0
166,Linear SVM l2,13,0.625,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 3]
 [0 5]]",0.703125,0.0,0.625
167,Linear SVM l2,14,0.375,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[1 4]
 [1 2]]",0.625,0.0,0.375
168,Linear SVM l2,15,0.625,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 3]
 [0 5]]",0.671875,0.0,0.625
169,Linear SVM l2,16,0.125,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 7]
 [0 1]]",0.609375,0.0,0.125
170,Linear SVM l2,17,0.8571428571428571,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 0]
 [1 6]]",0.71875,0.8571428571428571,0.0
171,Linear SVM l2,18,0.8571428571428571,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 0]
 [1 6]]",0.484375,0.0,0.8571428571428571
172,Linear SVM l2,19,0.7142857142857143,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 1]
 [1 5]]",0.5625,0.0,0.7142857142857143
173,Linear SVM l2,20,0.0,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 0]
 [4 0]]",0.625,0.0,0.0
174,Linear SVM l2,avg,0.5767432567432568,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[55 42]
 [33 56]]",12.4375,0.6724837662337663,0.5129162504162504
175,Linear SVM l2,std,0.25890755454136455,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[55 42]
 [33 56]]",12.4375,0.20873472553754202,0.269240343174071
176,SVM linear or rbf,1,0.7692307692307693,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[4 1]
 [2 6]]",1.078125,0.0,0.7692307692307693
177,SVM linear or rbf,2,0.75,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[9 1]
 [2 0]]",0.984375,0.75,0.0
178,SVM linear or rbf,3,0.8333333333333334,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[9 0]
 [2 1]]",0.796875,0.8333333333333334,0.0
179,SVM linear or rbf,4,0.5454545454545454,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[5 0]
 [5 1]]",0.921875,0.5454545454545454,0.0
180,SVM linear or rbf,5,0.7272727272727273,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[8 1]
 [2 0]]",0.859375,0.7272727272727273,0.0
181,SVM linear or rbf,6,0.2727272727272727,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 8]
 [0 3]]",0.90625,0.0,0.2727272727272727
182,SVM linear or rbf,7,0.5454545454545454,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[1 3]
 [2 5]]",1.125,0.0,0.5454545454545454
183,SVM linear or rbf,8,0.7272727272727273,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[6 3]
 [0 2]]",1.0625,0.0,0.7272727272727273
184,SVM linear or rbf,9,0.4,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 6]
 [0 4]]",1.09375,0.0,0.4
185,SVM linear or rbf,10,0.7777777777777778,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[7 1]
 [1 0]]",1.078125,0.7777777777777778,0.0
186,SVM linear or rbf,11,0.5555555555555556,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[4 0]
 [4 1]]",0.9375,0.5555555555555556,0.0
187,SVM linear or rbf,12,0.4444444444444444,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 1]
 [4 4]]",0.875,0.4444444444444444,0.0
188,SVM linear or rbf,13,0.625,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 3]
 [0 5]]",0.6875,0.0,0.625
189,SVM linear or rbf,14,0.25,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[1 4]
 [2 1]]",0.734375,0.0,0.25
190,SVM linear or rbf,15,0.5,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[2 1]
 [3 2]]",0.78125,0.0,0.5
191,SVM linear or rbf,16,0.125,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 7]
 [0 1]]",0.75,0.0,0.125
192,SVM linear or rbf,17,0.42857142857142855,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 0]
 [4 3]]",0.953125,0.42857142857142855,0.0
193,SVM linear or rbf,18,0.7142857142857143,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 0]
 [2 5]]",0.8125,0.0,0.7142857142857143
194,SVM linear or rbf,19,0.5714285714285714,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 1]
 [2 4]]",0.875,0.0,0.5714285714285714
195,SVM linear or rbf,20,0.25,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 0]
 [3 1]]",0.765625,0.0,0.25
196,SVM linear or rbf,avg,0.5406404706404706,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[56 41]
 [40 49]]",18.09375,0.6328012265512266,0.47919996669996673
197,SVM linear or rbf,std,0.20035718760977328,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[56 41]
 [40 49]]",18.09375,0.1477650869357983,0.20715047257708452
198,Decision Tree,1,0.6153846153846154,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[3 2]
 [3 5]]",0.546875,0.0,0.6153846153846154
199,Decision Tree,2,0.5833333333333334,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[6 4]
 [1 1]]",0.625,0.5833333333333334,0.0
200,Decision Tree,3,0.25,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[2 7]
 [2 1]]",0.671875,0.25,0.0
201,Decision Tree,4,0.6363636363636364,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[5 0]
 [4 2]]",0.6875,0.6363636363636364,0.0
202,Decision Tree,5,0.7272727272727273,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[8 1]
 [2 0]]",0.609375,0.7272727272727273,0.0
203,Decision Tree,6,0.2727272727272727,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 8]
 [0 3]]",0.46875,0.0,0.2727272727272727
204,Decision Tree,7,0.6363636363636364,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[2 2]
 [2 5]]",0.546875,0.0,0.6363636363636364
205,Decision Tree,8,0.7272727272727273,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[6 3]
 [0 2]]",0.71875,0.0,0.7272727272727273
206,Decision Tree,9,0.6,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[4 2]
 [2 2]]",0.640625,0.0,0.6
207,Decision Tree,10,0.7777777777777778,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[7 1]
 [1 0]]",0.59375,0.7777777777777778,0.0
208,Decision Tree,11,0.4444444444444444,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[4 0]
 [5 0]]",0.546875,0.4444444444444444,0.0
209,Decision Tree,12,0.8888888888888888,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 1]
 [0 8]]",0.4375,0.8888888888888888,0.0
210,Decision Tree,13,0.75,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[2 1]
 [1 4]]",0.40625,0.0,0.75
211,Decision Tree,14,0.125,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[1 4]
 [3 0]]",0.65625,0.0,0.125
212,Decision Tree,15,0.125,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 3]
 [4 1]]",0.484375,0.0,0.125
213,Decision Tree,16,0.25,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[1 6]
 [0 1]]",0.625,0.0,0.25
214,Decision Tree,17,0.5714285714285714,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 0]
 [3 4]]",0.625,0.5714285714285714,0.0
215,Decision Tree,18,0.5714285714285714,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 0]
 [3 4]]",0.53125,0.0,0.5714285714285714
216,Decision Tree,19,0.7142857142857143,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[1 0]
 [2 4]]",0.5,0.0,0.7142857142857143
217,Decision Tree,20,0.5,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 0]
 [2 2]]",0.578125,0.0,0.5
218,Decision Tree,avg,0.5383485958485957,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[52 45]
 [40 49]]",11.5625,0.6099386724386725,0.4906218781218781
219,Decision Tree,std,0.21787019629040283,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[52 45]
 [40 49]]",11.5625,0.18694377732553988,0.2238730023245082
220,Random Forest,1,0.5384615384615384,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[3 2]
 [4 4]]",3.078125,0.0,0.5384615384615384
221,Random Forest,2,0.75,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[9 1]
 [2 0]]",3.3125,0.75,0.0
222,Random Forest,3,0.8333333333333334,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[9 0]
 [2 1]]",3.09375,0.8333333333333334,0.0
223,Random Forest,4,0.5454545454545454,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[5 0]
 [5 1]]",3.390625,0.5454545454545454,0.0
224,Random Forest,5,0.7272727272727273,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[8 1]
 [2 0]]",3.46875,0.7272727272727273,0.0
225,Random Forest,6,0.2727272727272727,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 8]
 [0 3]]",3.0,0.0,0.2727272727272727
226,Random Forest,7,0.5454545454545454,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[1 3]
 [2 5]]",3.078125,0.0,0.5454545454545454
227,Random Forest,8,0.5454545454545454,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[4 5]
 [0 2]]",3.390625,0.0,0.5454545454545454
228,Random Forest,9,0.4,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 6]
 [0 4]]",3.265625,0.0,0.4
229,Random Forest,10,0.6666666666666666,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[6 2]
 [1 0]]",3.265625,0.6666666666666666,0.0
230,Random Forest,11,0.5555555555555556,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[4 0]
 [4 1]]",3.453125,0.5555555555555556,0.0
231,Random Forest,12,0.8888888888888888,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 1]
 [0 8]]",3.046875,0.8888888888888888,0.0
232,Random Forest,13,0.5,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 3]
 [1 4]]",2.796875,0.0,0.5
233,Random Forest,14,0.375,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[3 2]
 [3 0]]",2.78125,0.0,0.375
234,Random Forest,15,0.5,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[2 1]
 [3 2]]",3.484375,0.0,0.5
235,Random Forest,16,0.125,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 7]
 [0 1]]",3.453125,0.0,0.125
236,Random Forest,17,0.42857142857142855,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 0]
 [4 3]]",3.265625,0.42857142857142855,0.0
237,Random Forest,18,0.5714285714285714,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 0]
 [3 4]]",3.265625,0.0,0.5714285714285714
238,Random Forest,19,0.42857142857142855,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 1]
 [3 3]]",3.125,0.0,0.42857142857142855
239,Random Forest,20,0.5,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 0]
 [2 2]]",3.25,0.0,0.5
240,Random Forest,avg,0.5348920523920524,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[54 43]
 [41 48]]",64.359375,0.6744678932178932,0.44184149184149185
241,Random Forest,std,0.17662110784980206,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[54 43]
 [41 48]]",64.359375,0.14620984898121506,0.12686263919614804
242,Neural Net,1,0.38461538461538464,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[5 0]
 [8 0]]",3.09375,0.0,0.38461538461538464
243,Neural Net,2,0.8333333333333334,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[10  0]
 [ 2  0]]",3.640625,0.8333333333333334,0.0
244,Neural Net,3,0.8333333333333334,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[9 0]
 [2 1]]",2.9375,0.8333333333333334,0.0
245,Neural Net,4,0.45454545454545453,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[5 0]
 [6 0]]",3.125,0.45454545454545453,0.0
246,Neural Net,5,0.7272727272727273,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[8 1]
 [2 0]]",3.1875,0.7272727272727273,0.0
247,Neural Net,6,0.2727272727272727,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 8]
 [0 3]]",3.46875,0.0,0.2727272727272727
248,Neural Net,7,0.5454545454545454,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[1 3]
 [2 5]]",3.34375,0.0,0.5454545454545454
249,Neural Net,8,0.8181818181818182,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[7 2]
 [0 2]]",3.328125,0.0,0.8181818181818182
250,Neural Net,9,0.7,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[6 0]
 [3 1]]",3.515625,0.0,0.7
251,Neural Net,10,0.8888888888888888,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[8 0]
 [1 0]]",3.28125,0.8888888888888888,0.0
252,Neural Net,11,0.5555555555555556,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[4 0]
 [4 1]]",3.453125,0.5555555555555556,0.0
253,Neural Net,12,0.2222222222222222,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[1 0]
 [7 1]]",3.109375,0.2222222222222222,0.0
254,Neural Net,13,0.625,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 3]
 [0 5]]",3.234375,0.0,0.625
255,Neural Net,14,0.375,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[1 4]
 [1 2]]",3.328125,0.0,0.375
256,Neural Net,15,0.625,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 3]
 [0 5]]",3.09375,0.0,0.625
257,Neural Net,16,0.125,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 7]
 [0 1]]",3.609375,0.0,0.125
258,Neural Net,17,0.5714285714285714,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 0]
 [3 4]]",3.15625,0.5714285714285714,0.0
259,Neural Net,18,1.0,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,[[7]],3.265625,0.0,1.0
260,Neural Net,19,0.5714285714285714,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 1]
 [2 4]]",3.0625,0.0,0.5714285714285714
261,Neural Net,20,0.0,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 0]
 [4 0]]",3.109375,0.0,0.0
262,Neural Net,avg,0.5564493839493838,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[65 32]
 [47 42]]",65.421875,0.6358225108225108,0.503533966033966
263,Neural Net,std,0.2597757130477103,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[65 32]
 [47 42]]",65.421875,0.21358333186822084,0.2739714798080544
264,AdaBoost,1,0.6153846153846154,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[5 0]
 [5 3]]",1.421875,0.0,0.6153846153846154
265,AdaBoost,2,0.75,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[8 2]
 [1 1]]",1.328125,0.75,0.0
266,AdaBoost,3,0.8333333333333334,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[9 0]
 [2 1]]",1.328125,0.8333333333333334,0.0
267,AdaBoost,4,0.45454545454545453,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[5 0]
 [6 0]]",1.421875,0.45454545454545453,0.0
268,AdaBoost,5,0.6363636363636364,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[7 2]
 [2 0]]",1.25,0.6363636363636364,0.0
269,AdaBoost,6,0.2727272727272727,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 8]
 [0 3]]",2.03125,0.0,0.2727272727272727
270,AdaBoost,7,0.45454545454545453,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 4]
 [2 5]]",1.515625,0.0,0.45454545454545453
271,AdaBoost,8,0.5454545454545454,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[4 5]
 [0 2]]",1.40625,0.0,0.5454545454545454
272,AdaBoost,9,0.4,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 6]
 [0 4]]",1.484375,0.0,0.4
273,AdaBoost,10,0.7777777777777778,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[7 1]
 [1 0]]",1.421875,0.7777777777777778,0.0
274,AdaBoost,11,0.5555555555555556,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 4]
 [0 5]]",1.484375,0.5555555555555556,0.0
275,AdaBoost,12,0.8888888888888888,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 1]
 [0 8]]",1.453125,0.8888888888888888,0.0
276,AdaBoost,13,0.625,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 3]
 [0 5]]",1.296875,0.0,0.625
277,AdaBoost,14,0.5,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[4 1]
 [3 0]]",1.125,0.0,0.5
278,AdaBoost,15,0.625,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 3]
 [0 5]]",1.453125,0.0,0.625
279,AdaBoost,16,0.125,Nested,SCALER_all_groups_all_features_60s_binary_all_groups_avg_separated_Manual,All,All,60,"[[0 7]
 [0 1]]",1.34375,0.0,0.125
